Values, R:100000C:6e-05E:12
Time,Vc
0.252, 0.493563
0.2522, 0.493946
0.2524, 0.49433
0.2526, 0.494713
0.2528, 0.495097
0.253, 0.49548
0.2532, 0.495864
0.2534, 0.496247
0.2536, 0.496631
0.2538, 0.497014
0.254, 0.497397
0.2542, 0.497781
0.2544, 0.498164
0.2546, 0.498548
0.2548, 0.498931
0.255, 0.499314
0.2552, 0.499698
0.2554, 0.500081
0.2556, 0.500464
0.2558, 0.500848
0.256, 0.501231
0.2562, 0.501614
0.2564, 0.501998
0.2566, 0.502381
0.2568, 0.502764
0.257, 0.503147
0.2572, 0.503531
0.2574, 0.503914
0.2576, 0.504297
0.2578, 0.50468
0.258, 0.505063
0.2582, 0.505446
0.2584, 0.50583
0.2586, 0.506213
0.2588, 0.506596
0.259, 0.506979
0.2592, 0.507362
0.2594, 0.507745
0.2596, 0.508128
0.2598, 0.508511
0.26, 0.508894
0.2602, 0.509277
0.2604, 0.50966
0.2606, 0.510043
0.2608, 0.510426
0.261, 0.510809
0.2612, 0.511192
0.2614, 0.511575
0.2616, 0.511958
0.2618, 0.512341
0.262, 0.512724
0.2622, 0.513107
0.2624, 0.51349
0.2626, 0.513873
0.2628, 0.514256
0.263, 0.514638
0.2632, 0.515021
0.2634, 0.515404
0.2636, 0.515787
0.2638, 0.51617
0.264, 0.516553
0.2642, 0.516935
0.2644, 0.517318
0.2646, 0.517701
0.2648, 0.518084
0.265, 0.518466
0.2652, 0.518849
0.2654, 0.519232
0.2656, 0.519614
0.2658, 0.519997
0.266, 0.52038
0.2662, 0.520762
0.2664, 0.521145
0.2666, 0.521528
0.2668, 0.52191
0.267, 0.522293
0.2672, 0.522675
0.2674, 0.523058
0.2676, 0.523441
0.2678, 0.523823
0.268, 0.524206
0.2682, 0.524588
0.2684, 0.524971
0.2686, 0.525353
0.2688, 0.525736
0.269, 0.526118
0.2692, 0.526501
0.2694, 0.526883
0.2696, 0.527265
0.2698, 0.527648
0.27, 0.52803
0.2702, 0.528413
0.2704, 0.528795
0.2706, 0.529177
0.2708, 0.52956
0.271, 0.529942
0.2712, 0.530324
0.2714, 0.530707
0.2716, 0.531089
0.2718, 0.531471
0.272, 0.531854
0.2722, 0.532236
0.2724, 0.532618
0.2726, 0.533
0.2728, 0.533383
0.273, 0.533765
0.2732, 0.534147
0.2734, 0.534529
0.2736, 0.534911
0.2738, 0.535293
0.274, 0.535676
0.2742, 0.536058
0.2744, 0.53644
0.2746, 0.536822
0.2748, 0.537204
0.275, 0.537586
0.2752, 0.537968
0.2754, 0.53835
0.2756, 0.538732
0.2758, 0.539114
0.276, 0.539496
0.2762, 0.539878
0.2764, 0.54026
0.2766, 0.540642
0.2768, 0.541024
0.277, 0.541406
0.2772, 0.541788
0.2774, 0.54217
0.2776, 0.542552
0.2778, 0.542934
0.278, 0.543316
0.2782, 0.543698
0.2784, 0.54408
0.2786, 0.544462
0.2788, 0.544843
0.279, 0.545225
0.2792, 0.545607
0.2794, 0.545989
0.2796, 0.546371
0.2798, 0.546752
0.28, 0.547134
0.2802, 0.547516
0.2804, 0.547898
0.2806, 0.548279
0.2808, 0.548661
0.281, 0.549043
0.2812, 0.549425
0.2814, 0.549806
0.2816, 0.550188
0.2818, 0.55057
0.282, 0.550951
0.2822, 0.551333
0.2824, 0.551714
0.2826, 0.552096
0.2828, 0.552478
0.283, 0.552859
0.2832, 0.553241
0.2834, 0.553622
0.2836, 0.554004
0.2838, 0.554385
0.284, 0.554767
0.2842, 0.555148
0.2844, 0.55553
0.2846, 0.555911
0.2848, 0.556293
0.285, 0.556674
0.2852, 0.557056
0.2854, 0.557437
0.2856, 0.557819
0.2858, 0.5582
0.286, 0.558581
0.2862, 0.558963
0.2864, 0.559344
0.2866, 0.559725
0.2868, 0.560107
0.287, 0.560488
0.2872, 0.560869
0.2874, 0.561251
0.2876, 0.561632
0.2878, 0.562013
0.288, 0.562395
0.2882, 0.562776
0.2884, 0.563157
0.2886, 0.563538
0.2888, 0.563919
0.289, 0.564301
0.2892, 0.564682
0.2894, 0.565063
0.2896, 0.565444
0.2898, 0.565825
0.29, 0.566206
0.2902, 0.566588
0.2904, 0.566969
0.2906, 0.56735
0.2908, 0.567731
0.291, 0.568112
0.2912, 0.568493
0.2914, 0.568874
0.2916, 0.569255
0.2918, 0.569636
0.292, 0.570017
0.2922, 0.570398
0.2924, 0.570779
0.2926, 0.57116
0.2928, 0.571541
0.293, 0.571922
0.2932, 0.572303
0.2934, 0.572684
0.2936, 0.573065
0.2938, 0.573446
0.294, 0.573826
0.2942, 0.574207
0.2944, 0.574588
0.2946, 0.574969
0.2948, 0.57535
0.295, 0.575731
0.2952, 0.576111
0.2954, 0.576492
0.2956, 0.576873
0.2958, 0.577254
0.296, 0.577635
0.2962, 0.578015
0.2964, 0.578396
0.2966, 0.578777
0.2968, 0.579157
0.297, 0.579538
0.2972, 0.579919
0.2974, 0.580299
0.2976, 0.58068
0.2978, 0.581061
0.298, 0.581441
0.2982, 0.581822
0.2984, 0.582203
0.2986, 0.582583
0.2988, 0.582964
0.299, 0.583344
0.2992, 0.583725
0.2994, 0.584105
0.2996, 0.584486
0.2998, 0.584866
0.3, 0.585247
0.3002, 0.585627
0.3004, 0.586008
0.3006, 0.586388
0.3008, 0.586769
0.301, 0.587149
0.3012, 0.58753
0.3014, 0.58791
0.3016, 0.58829
0.3018, 0.588671
0.302, 0.589051
0.3022, 0.589432
0.3024, 0.589812
0.3026, 0.590192
0.3028, 0.590573
0.303, 0.590953
0.3032, 0.591333
0.3034, 0.591713
0.3036, 0.592094
0.3038, 0.592474
0.304, 0.592854
0.3042, 0.593234
0.3044, 0.593615
0.3046, 0.593995
0.3048, 0.594375
0.305, 0.594755
0.3052, 0.595135
0.3054, 0.595516
0.3056, 0.595896
0.3058, 0.596276
0.306, 0.596656
0.3062, 0.597036
0.3064, 0.597416
0.3066, 0.597796
0.3068, 0.598176
0.307, 0.598556
0.3072, 0.598936
0.3074, 0.599316
0.3076, 0.599696
0.3078, 0.600076
0.308, 0.600456
0.3082, 0.600836
0.3084, 0.601216
0.3086, 0.601596
0.3088, 0.601976
0.309, 0.602356
0.3092, 0.602736
0.3094, 0.603116
0.3096, 0.603496
0.3098, 0.603876
0.31, 0.604256
0.3102, 0.604636
0.3104, 0.605015
0.3106, 0.605395
0.3108, 0.605775
0.311, 0.606155
0.3112, 0.606535
0.3114, 0.606914
0.3116, 0.607294
0.3118, 0.607674
0.312, 0.608054
0.3122, 0.608433
0.3124, 0.608813
0.3126, 0.609193
0.3128, 0.609572
0.313, 0.609952
0.3132, 0.610332
0.3134, 0.610711
0.3136, 0.611091
0.3138, 0.611471
0.314, 0.61185
0.3142, 0.61223
0.3144, 0.612609
0.3146, 0.612989
0.3148, 0.613369
0.315, 0.613748
0.3152, 0.614128
0.3154, 0.614507
0.3156, 0.614887
0.3158, 0.615266
0.316, 0.615646
0.3162, 0.616025
0.3164, 0.616405
0.3166, 0.616784
0.3168, 0.617164
0.317, 0.617543
0.3172, 0.617922
0.3174, 0.618302
0.3176, 0.618681
0.3178, 0.61906
0.318, 0.61944
0.3182, 0.619819
0.3184, 0.620199
0.3186, 0.620578
0.3188, 0.620957
0.319, 0.621336
0.3192, 0.621716
0.3194, 0.622095
0.3196, 0.622474
0.3198, 0.622854
0.32, 0.623233
0.3202, 0.623612
0.3204, 0.623991
0.3206, 0.62437
0.3208, 0.62475
0.321, 0.625129
0.3212, 0.625508
0.3214, 0.625887
0.3216, 0.626266
0.3218, 0.626645
0.322, 0.627024
0.3222, 0.627403
0.3224, 0.627783
0.3226, 0.628162
0.3228, 0.628541
0.323, 0.62892
0.3232, 0.629299
0.3234, 0.629678
0.3236, 0.630057
0.3238, 0.630436
0.324, 0.630815
0.3242, 0.631194
0.3244, 0.631573
0.3246, 0.631952
0.3248, 0.632331
0.325, 0.632709
0.3252, 0.633088
0.3254, 0.633467
0.3256, 0.633846
0.3258, 0.634225
0.326, 0.634604
0.3262, 0.634983
0.3264, 0.635361
0.3266, 0.63574
0.3268, 0.636119
0.327, 0.636498
0.3272, 0.636877
0.3274, 0.637255
0.3276, 0.637634
0.3278, 0.638013
0.328, 0.638392
0.3282, 0.63877
0.3284, 0.639149
0.3286, 0.639528
0.3288, 0.639906
0.329, 0.640285
0.3292, 0.640664
0.3294, 0.641042
0.3296, 0.641421
0.3298, 0.6418
0.33, 0.642178
0.3302, 0.642557
0.3304, 0.642935
0.3306, 0.643314
0.3308, 0.643692
0.331, 0.644071
0.3312, 0.64445
0.3314, 0.644828
0.3316, 0.645207
0.3318, 0.645585
0.332, 0.645964
0.3322, 0.646342
0.3324, 0.64672
0.3326, 0.647099
0.3328, 0.647477
0.333, 0.647856
0.3332, 0.648234
0.3334, 0.648613
0.3336, 0.648991
0.3338, 0.649369
0.334, 0.649748
0.3342, 0.650126
0.3344, 0.650504
0.3346, 0.650883
0.3348, 0.651261
0.335, 0.651639
0.3352, 0.652017
0.3354, 0.652396
0.3356, 0.652774
0.3358, 0.653152
0.336, 0.65353
0.3362, 0.653909
0.3364, 0.654287
0.3366, 0.654665
0.3368, 0.655043
0.337, 0.655421
0.3372, 0.655799
0.3374, 0.656178
0.3376, 0.656556
0.3378, 0.656934
0.338, 0.657312
0.3382, 0.65769
0.3384, 0.658068
0.3386, 0.658446
0.3388, 0.658824
0.339, 0.659202
0.3392, 0.65958
0.3394, 0.659958
0.3396, 0.660336
0.3398, 0.660714
0.34, 0.661092
0.3402, 0.66147
0.3404, 0.661848
0.3406, 0.662226
0.3408, 0.662604
0.341, 0.662982
0.3412, 0.66336
0.3414, 0.663738
0.3416, 0.664115
0.3418, 0.664493
0.342, 0.664871
0.3422, 0.665249
0.3424, 0.665627
0.3426, 0.666005
0.3428, 0.666382
0.343, 0.66676
0.3432, 0.667138
0.3434, 0.667516
0.3436, 0.667893
0.3438, 0.668271
0.344, 0.668649
0.3442, 0.669027
0.3444, 0.669404
0.3446, 0.669782
0.3448, 0.67016
0.345, 0.670537
0.3452, 0.670915
0.3454, 0.671293
0.3456, 0.67167
0.3458, 0.672048
0.346, 0.672425
0.3462, 0.672803
0.3464, 0.673181
0.3466, 0.673558
0.3468, 0.673936
0.347, 0.674313
0.3472, 0.674691
0.3474, 0.675068
0.3476, 0.675446
0.3478, 0.675823
0.348, 0.676201
0.3482, 0.676578
0.3484, 0.676956
0.3486, 0.677333
0.3488, 0.67771
0.349, 0.678088
0.3492, 0.678465
0.3494, 0.678843
0.3496, 0.67922
0.3498, 0.679597
0.35, 0.679975
0.3502, 0.680352
0.3504, 0.680729
0.3506, 0.681107
0.3508, 0.681484
0.351, 0.681861
0.3512, 0.682238
0.3514, 0.682616
0.3516, 0.682993
0.3518, 0.68337
0.352, 0.683747
0.3522, 0.684125
0.3524, 0.684502
0.3526, 0.684879
0.3528, 0.685256
0.353, 0.685633
0.3532, 0.68601
0.3534, 0.686387
0.3536, 0.686765
0.3538, 0.687142
0.354, 0.687519
0.3542, 0.687896
0.3544, 0.688273
0.3546, 0.68865
0.3548, 0.689027
0.355, 0.689404
0.3552, 0.689781
0.3554, 0.690158
0.3556, 0.690535
0.3558, 0.690912
0.356, 0.691289
0.3562, 0.691666
0.3564, 0.692043
0.3566, 0.69242
0.3568, 0.692797
0.357, 0.693174
0.3572, 0.69355
0.3574, 0.693927
0.3576, 0.694304
0.3578, 0.694681
0.358, 0.695058
0.3582, 0.695435
0.3584, 0.695812
0.3586, 0.696188
0.3588, 0.696565
0.359, 0.696942
0.3592, 0.697319
0.3594, 0.697695
0.3596, 0.698072
0.3598, 0.698449
0.36, 0.698826
0.3602, 0.699202
0.3604, 0.699579
0.3606, 0.699956
0.3608, 0.700332
0.361, 0.700709
0.3612, 0.701086
0.3614, 0.701462
0.3616, 0.701839
0.3618, 0.702215
0.362, 0.702592
0.3622, 0.702969
0.3624, 0.703345
0.3626, 0.703722
0.3628, 0.704098
0.363, 0.704475
0.3632, 0.704851
0.3634, 0.705228
0.3636, 0.705604
0.3638, 0.705981
0.364, 0.706357
0.3642, 0.706734
0.3644, 0.70711
0.3646, 0.707487
0.3648, 0.707863
0.365, 0.708239
0.3652, 0.708616
0.3654, 0.708992
0.3656, 0.709368
0.3658, 0.709745
0.366, 0.710121
0.3662, 0.710497
0.3664, 0.710874
0.3666, 0.71125
0.3668, 0.711626
0.367, 0.712003
0.3672, 0.712379
0.3674, 0.712755
0.3676, 0.713131
0.3678, 0.713508
0.368, 0.713884
0.3682, 0.71426
0.3684, 0.714636
0.3686, 0.715012
0.3688, 0.715389
0.369, 0.715765
0.3692, 0.716141
0.3694, 0.716517
0.3696, 0.716893
0.3698, 0.717269
0.37, 0.717645
0.3702, 0.718021
0.3704, 0.718397
0.3706, 0.718773
0.3708, 0.719149
0.371, 0.719525
0.3712, 0.719901
0.3714, 0.720277
0.3716, 0.720653
0.3718, 0.721029
0.372, 0.721405
0.3722, 0.721781
0.3724, 0.722157
0.3726, 0.722533
0.3728, 0.722909
0.373, 0.723285
0.3732, 0.723661
0.3734, 0.724037
0.3736, 0.724413
0.3738, 0.724788
0.374, 0.725164
0.3742, 0.72554
0.3744, 0.725916
0.3746, 0.726292
0.3748, 0.726667
0.375, 0.727043
0.3752, 0.727419
0.3754, 0.727795
0.3756, 0.72817
0.3758, 0.728546
0.376, 0.728922
0.3762, 0.729298
0.3764, 0.729673
0.3766, 0.730049
0.3768, 0.730425
0.377, 0.7308
0.3772, 0.731176
0.3774, 0.731552
0.3776, 0.731927
0.3778, 0.732303
0.378, 0.732678
0.3782, 0.733054
0.3784, 0.733429
0.3786, 0.733805
0.3788, 0.734181
0.379, 0.734556
0.3792, 0.734932
0.3794, 0.735307
0.3796, 0.735683
0.3798, 0.736058
0.38, 0.736433
0.3802, 0.736809
0.3804, 0.737184
0.3806, 0.73756
0.3808, 0.737935
0.381, 0.738311
0.3812, 0.738686
0.3814, 0.739061
0.3816, 0.739437
0.3818, 0.739812
0.382, 0.740187
0.3822, 0.740563
0.3824, 0.740938
0.3826, 0.741313
0.3828, 0.741689
0.383, 0.742064
0.3832, 0.742439
0.3834, 0.742814
0.3836, 0.74319
0.3838, 0.743565
0.384, 0.74394
0.3842, 0.744315
0.3844, 0.74469
0.3846, 0.745066
0.3848, 0.745441
0.385, 0.745816
0.3852, 0.746191
0.3854, 0.746566
0.3856, 0.746941
0.3858, 0.747316
0.386, 0.747691
0.3862, 0.748066
0.3864, 0.748442
0.3866, 0.748817
0.3868, 0.749192
0.387, 0.749567
0.3872, 0.749942
0.3874, 0.750317
0.3876, 0.750692
0.3878, 0.751067
0.388, 0.751442
0.3882, 0.751816
0.3884, 0.752191
0.3886, 0.752566
0.3888, 0.752941
0.389, 0.753316
0.3892, 0.753691
0.3894, 0.754066
0.3896, 0.754441
0.3898, 0.754816
0.39, 0.75519
0.3902, 0.755565
0.3904, 0.75594
0.3906, 0.756315
0.3908, 0.75669
0.391, 0.757064
0.3912, 0.757439
0.3914, 0.757814
0.3916, 0.758189
0.3918, 0.758563
0.392, 0.758938
0.3922, 0.759313
0.3924, 0.759687
0.3926, 0.760062
0.3928, 0.760437
0.393, 0.760811
0.3932, 0.761186
0.3934, 0.761561
0.3936, 0.761935
0.3938, 0.76231
0.394, 0.762684
0.3942, 0.763059
0.3944, 0.763434
0.3946, 0.763808
0.3948, 0.764183
0.395, 0.764557
0.3952, 0.764932
0.3954, 0.765306
0.3956, 0.765681
0.3958, 0.766055
0.396, 0.76643
0.3962, 0.766804
0.3964, 0.767179
0.3966, 0.767553
0.3968, 0.767927
0.397, 0.768302
0.3972, 0.768676
0.3974, 0.76905
0.3976, 0.769425
0.3978, 0.769799
0.398, 0.770174
0.3982, 0.770548
0.3984, 0.770922
0.3986, 0.771296
0.3988, 0.771671
0.399, 0.772045
0.3992, 0.772419
0.3994, 0.772794
0.3996, 0.773168
0.3998, 0.773542
0.4, 0.773916
0.4002, 0.77429
0.4004, 0.774665
0.4006, 0.775039
0.4008, 0.775413
0.401, 0.775787
0.4012, 0.776161
0.4014, 0.776535
0.4016, 0.776909
0.4018, 0.777283
0.402, 0.777658
0.4022, 0.778032
0.4024, 0.778406
0.4026, 0.77878
0.4028, 0.779154
0.403, 0.779528
0.4032, 0.779902
0.4034, 0.780276
0.4036, 0.78065
0.4038, 0.781024
0.404, 0.781398
0.4042, 0.781772
0.4044, 0.782146
0.4046, 0.78252
0.4048, 0.782893
0.405, 0.783267
0.4052, 0.783641
0.4054, 0.784015
0.4056, 0.784389
0.4058, 0.784763
0.406, 0.785137
0.4062, 0.78551
0.4064, 0.785884
0.4066, 0.786258
0.4068, 0.786632
0.407, 0.787006
0.4072, 0.787379
0.4074, 0.787753
0.4076, 0.788127
0.4078, 0.788501
0.408, 0.788874
0.4082, 0.789248
0.4084, 0.789622
0.4086, 0.789995
0.4088, 0.790369
0.409, 0.790743
0.4092, 0.791116
0.4094, 0.79149
0.4096, 0.791864
0.4098, 0.792237
0.41, 0.792611
0.4102, 0.792984
0.4104, 0.793358
0.4106, 0.793731
0.4108, 0.794105
0.411, 0.794478
0.4112, 0.794852
0.4114, 0.795225
0.4116, 0.795599
0.4118, 0.795972
0.412, 0.796346
0.4122, 0.796719
0.4124, 0.797093
0.4126, 0.797466
0.4128, 0.79784
0.413, 0.798213
0.4132, 0.798586
0.4134, 0.79896
0.4136, 0.799333
0.4138, 0.799707
0.414, 0.80008
0.4142, 0.800453
0.4144, 0.800826
0.4146, 0.8012
0.4148, 0.801573
0.415, 0.801946
0.4152, 0.80232
0.4154, 0.802693
0.4156, 0.803066
0.4158, 0.803439
0.416, 0.803813
0.4162, 0.804186
0.4164, 0.804559
0.4166, 0.804932
0.4168, 0.805305
0.417, 0.805678
0.4172, 0.806052
0.4174, 0.806425
0.4176, 0.806798
0.4178, 0.807171
0.418, 0.807544
0.4182, 0.807917
0.4184, 0.80829
0.4186, 0.808663
0.4188, 0.809036
0.419, 0.809409
0.4192, 0.809782
0.4194, 0.810155
0.4196, 0.810528
0.4198, 0.810901
0.42, 0.811274
0.4202, 0.811647
0.4204, 0.81202
0.4206, 0.812393
0.4208, 0.812766
0.421, 0.813139
0.4212, 0.813512
0.4214, 0.813885
0.4216, 0.814257
0.4218, 0.81463
0.422, 0.815003
0.4222, 0.815376
0.4224, 0.815749
0.4226, 0.816122
0.4228, 0.816494
0.423, 0.816867
0.4232, 0.81724
0.4234, 0.817613
0.4236, 0.817985
0.4238, 0.818358
0.424, 0.818731
0.4242, 0.819104
0.4244, 0.819476
0.4246, 0.819849
0.4248, 0.820222
0.425, 0.820594
0.4252, 0.820967
0.4254, 0.821339
0.4256, 0.821712
0.4258, 0.822085
0.426, 0.822457
0.4262, 0.82283
0.4264, 0.823202
0.4266, 0.823575
0.4268, 0.823948
0.427, 0.82432
0.4272, 0.824693
0.4274, 0.825065
0.4276, 0.825438
0.4278, 0.82581
0.428, 0.826183
0.4282, 0.826555
0.4284, 0.826927
0.4286, 0.8273
0.4288, 0.827672
0.429, 0.828045
0.4292, 0.828417
0.4294, 0.828789
0.4296, 0.829162
0.4298, 0.829534
0.43, 0.829907
0.4302, 0.830279
0.4304, 0.830651
0.4306, 0.831023
0.4308, 0.831396
0.431, 0.831768
0.4312, 0.83214
0.4314, 0.832513
0.4316, 0.832885
0.4318, 0.833257
0.432, 0.833629
0.4322, 0.834001
0.4324, 0.834374
0.4326, 0.834746
0.4328, 0.835118
0.433, 0.83549
0.4332, 0.835862
0.4334, 0.836234
0.4336, 0.836607
0.4338, 0.836979
0.434, 0.837351
0.4342, 0.837723
0.4344, 0.838095
0.4346, 0.838467
0.4348, 0.838839
0.435, 0.839211
0.4352, 0.839583
0.4354, 0.839955
0.4356, 0.840327
0.4358, 0.840699
0.436, 0.841071
0.4362, 0.841443
0.4364, 0.841815
0.4366, 0.842187
0.4368, 0.842559
0.437, 0.842931
0.4372, 0.843303
0.4374, 0.843674
0.4376, 0.844046
0.4378, 0.844418
0.438, 0.84479
0.4382, 0.845162
0.4384, 0.845534
0.4386, 0.845906
0.4388, 0.846277
0.439, 0.846649
0.4392, 0.847021
0.4394, 0.847393
0.4396, 0.847764
0.4398, 0.848136
0.44, 0.848508
0.4402, 0.84888
0.4404, 0.849251
0.4406, 0.849623
0.4408, 0.849995
0.441, 0.850366
0.4412, 0.850738
0.4414, 0.85111
0.4416, 0.851481
0.4418, 0.851853
0.442, 0.852224
0.4422, 0.852596
0.4424, 0.852968
0.4426, 0.853339
0.4428, 0.853711
0.443, 0.854082
0.4432, 0.854454
0.4434, 0.854825
0.4436, 0.855197
0.4438, 0.855568
0.444, 0.85594
0.4442, 0.856311
0.4444, 0.856683
0.4446, 0.857054
0.4448, 0.857425
0.445, 0.857797
0.4452, 0.858168
0.4454, 0.85854
0.4456, 0.858911
0.4458, 0.859282
0.446, 0.859654
0.4462, 0.860025
0.4464, 0.860396
0.4466, 0.860768
0.4468, 0.861139
0.447, 0.86151
0.4472, 0.861882
0.4474, 0.862253
0.4476, 0.862624
0.4478, 0.862995
0.448, 0.863367
0.4482, 0.863738
0.4484, 0.864109
0.4486, 0.86448
0.4488, 0.864851
0.449, 0.865223
0.4492, 0.865594
0.4494, 0.865965
0.4496, 0.866336
0.4498, 0.866707
0.45, 0.867078
0.4502, 0.867449
0.4504, 0.86782
0.4506, 0.868191
0.4508, 0.868562
0.451, 0.868933
0.4512, 0.869305
0.4514, 0.869676
0.4516, 0.870047
0.4518, 0.870418
0.452, 0.870789
0.4522, 0.871159
0.4524, 0.87153
0.4526, 0.871901
0.4528, 0.872272
0.453, 0.872643
0.4532, 0.873014
0.4534, 0.873385
0.4536, 0.873756
0.4538, 0.874127
0.454, 0.874498
0.4542, 0.874868
0.4544, 0.875239
0.4546, 0.87561
0.4548, 0.875981
0.455, 0.876352
0.4552, 0.876723
0.4554, 0.877093
0.4556, 0.877464
0.4558, 0.877835
0.456, 0.878206
0.4562, 0.878576
0.4564, 0.878947
0.4566, 0.879318
0.4568, 0.879688
0.457, 0.880059
0.4572, 0.88043
0.4574, 0.8808
0.4576, 0.881171
0.4578, 0.881542
0.458, 0.881912
0.4582, 0.882283
0.4584, 0.882653
0.4586, 0.883024
0.4588, 0.883394
0.459, 0.883765
0.4592, 0.884136
0.4594, 0.884506
0.4596, 0.884877
0.4598, 0.885247
0.46, 0.885618
0.4602, 0.885988
0.4604, 0.886359
0.4606, 0.886729
0.4608, 0.887099
0.461, 0.88747
0.4612, 0.88784
0.4614, 0.888211
0.4616, 0.888581
0.4618, 0.888951
0.462, 0.889322
0.4622, 0.889692
0.4624, 0.890062
0.4626, 0.890433
0.4628, 0.890803
0.463, 0.891173
0.4632, 0.891544
0.4634, 0.891914
0.4636, 0.892284
0.4638, 0.892654
0.464, 0.893025
0.4642, 0.893395
0.4644, 0.893765
0.4646, 0.894135
0.4648, 0.894506
0.465, 0.894876
0.4652, 0.895246
0.4654, 0.895616
0.4656, 0.895986
0.4658, 0.896356
0.466, 0.896726
0.4662, 0.897097
0.4664, 0.897467
0.4666, 0.897837
0.4668, 0.898207
0.467, 0.898577
0.4672, 0.898947
0.4674, 0.899317
0.4676, 0.899687
0.4678, 0.900057
0.468, 0.900427
0.4682, 0.900797
0.4684, 0.901167
0.4686, 0.901537
0.4688, 0.901907
0.469, 0.902277
0.4692, 0.902647
0.4694, 0.903016
0.4696, 0.903386
0.4698, 0.903756
0.47, 0.904126
0.4702, 0.904496
0.4704, 0.904866
0.4706, 0.905236
0.4708, 0.905605
0.471, 0.905975
0.4712, 0.906345
0.4714, 0.906715
0.4716, 0.907085
0.4718, 0.907454
0.472, 0.907824
0.4722, 0.908194
0.4724, 0.908564
0.4726, 0.908933
0.4728, 0.909303
0.473, 0.909673
0.4732, 0.910042
0.4734, 0.910412
0.4736, 0.910782
0.4738, 0.911151
0.474, 0.911521
0.4742, 0.911891
0.4744, 0.91226
0.4746, 0.91263
0.4748, 0.912999
0.475, 0.913369
0.4752, 0.913738
0.4754, 0.914108
0.4756, 0.914477
0.4758, 0.914847
0.476, 0.915216
0.4762, 0.915586
0.4764, 0.915955
0.4766, 0.916325
0.4768, 0.916694
0.477, 0.917064
0.4772, 0.917433
0.4774, 0.917803
0.4776, 0.918172
0.4778, 0.918541
0.478, 0.918911
0.4782, 0.91928
0.4784, 0.919649
0.4786, 0.920019
0.4788, 0.920388
0.479, 0.920757
0.4792, 0.921127
0.4794, 0.921496
0.4796, 0.921865
0.4798, 0.922235
0.48, 0.922604
0.4802, 0.922973
0.4804, 0.923342
0.4806, 0.923712
0.4808, 0.924081
0.481, 0.92445
0.4812, 0.924819
0.4814, 0.925188
0.4816, 0.925557
0.4818, 0.925927
0.482, 0.926296
0.4822, 0.926665
0.4824, 0.927034
0.4826, 0.927403
0.4828, 0.927772
0.483, 0.928141
0.4832, 0.92851
0.4834, 0.928879
0.4836, 0.929248
0.4838, 0.929617
0.484, 0.929986
0.4842, 0.930355
0.4844, 0.930724
0.4846, 0.931093
0.4848, 0.931462
0.485, 0.931831
0.4852, 0.9322
0.4854, 0.932569
0.4856, 0.932938
0.4858, 0.933307
0.486, 0.933676
0.4862, 0.934045
0.4864, 0.934413
0.4866, 0.934782
0.4868, 0.935151
0.487, 0.93552
0.4872, 0.935889
0.4874, 0.936258
0.4876, 0.936626
0.4878, 0.936995
0.488, 0.937364
0.4882, 0.937733
0.4884, 0.938101
0.4886, 0.93847
0.4888, 0.938839
0.489, 0.939207
0.4892, 0.939576
0.4894, 0.939945
0.4896, 0.940314
0.4898, 0.940682
0.49, 0.941051
0.4902, 0.941419
0.4904, 0.941788
0.4906, 0.942157
0.4908, 0.942525
0.491, 0.942894
0.4912, 0.943262
0.4914, 0.943631
0.4916, 0.943999
0.4918, 0.944368
0.492, 0.944736
0.4922, 0.945105
0.4924, 0.945473
0.4926, 0.945842
0.4928, 0.94621
0.493, 0.946579
0.4932, 0.946947
0.4934, 0.947316
0.4936, 0.947684
0.4938, 0.948053
0.494, 0.948421
0.4942, 0.948789
0.4944, 0.949158
0.4946, 0.949526
0.4948, 0.949894
0.495, 0.950263
0.4952, 0.950631
0.4954, 0.950999
0.4956, 0.951368
0.4958, 0.951736
0.496, 0.952104
0.4962, 0.952472
0.4964, 0.952841
0.4966, 0.953209
0.4968, 0.953577
0.497, 0.953945
0.4972, 0.954314
0.4974, 0.954682
0.4976, 0.95505
0.4978, 0.955418
0.498, 0.955786
0.4982, 0.956154
0.4984, 0.956522
0.4986, 0.956891
0.4988, 0.957259
0.499, 0.957627
0.4992, 0.957995
0.4994, 0.958363
0.4996, 0.958731
0.4998, 0.959099
0.5, 0.959467
0.5002, 0.959835
0.5004, 0.960203
0.5006, 0.960571
0.5008, 0.960939
0.501, 0.961307
0.5012, 0.961675
0.5014, 0.962043
0.5016, 0.962411
0.5018, 0.962779
0.502, 0.963147
0.5022, 0.963514
0.5024, 0.963882
0.5026, 0.96425
0.5028, 0.964618
0.503, 0.964986
0.5032, 0.965354
0.5034, 0.965722
0.5036, 0.966089
0.5038, 0.966457
0.504, 0.966825
0.5042, 0.967193
0.5044, 0.96756
0.5046, 0.967928
0.5048, 0.968296
0.505, 0.968664
0.5052, 0.969031
0.5054, 0.969399
0.5056, 0.969767
0.5058, 0.970134
0.506, 0.970502
0.5062, 0.97087
0.5064, 0.971237
0.5066, 0.971605
0.5068, 0.971973
0.507, 0.97234
0.5072, 0.972708
0.5074, 0.973075
0.5076, 0.973443
0.5078, 0.97381
0.508, 0.974178
0.5082, 0.974545
0.5084, 0.974913
0.5086, 0.97528
0.5088, 0.975648
0.509, 0.976015
0.5092, 0.976383
0.5094, 0.97675
0.5096, 0.977118
0.5098, 0.977485
0.51, 0.977853
0.5102, 0.97822
0.5104, 0.978587
0.5106, 0.978955
